Id,SalePrice
1461,124099.29810502128
1462,153977.56193987068
1463,195011.1460916749
1464,196430.73823320845
1465,187078.76828752054
1466,179665.22572532366
1467,185707.0729896131
1468,167060.2379009444
1469,187073.05798416643
1470,129469.11062548921
1471,196228.53592483565
1472,92890.40251057254
1473,95469.99685291632
1474,153249.13445107522
1475,112011.48623183013
1476,369825.50024748186
1477,242471.09476172182
1478,263645.4279245813
1479,269700.40021629917
1480,465609.90137774614
1481,337992.2603662185
1482,201331.57218870174
1483,179201.93060077832
1484,169802.16608707234
1485,170195.1316399266
1486,190591.85028641054
1487,366806.8173021524
1488,240859.83500445922
1489,195261.1490216135
1490,232276.53667663646
1491,191795.4393132119
1492,87322.52522191257
1493,183743.59657824802
1494,301829.479293313
1495,297145.158115413
1496,245498.96991570859
1497,188427.51814509497
1498,157781.44184661214
1499,155447.13982874807
1500,160529.4949623397
1501,186468.75138419628
1502,141241.5496893429
1503,274818.83879402943
1504,223160.8561343536
1505,230615.79108555568
1506,170981.22574623383
1507,263320.5689865104
1508,199855.96586056016
1509,151389.8583314061
1510,145538.51942861933
1511,145925.78576001347
1512,164254.39256333563
1513,124072.94048701196
1514,160442.56882533792
1515,194491.1550677097
1516,154797.83409351556
1517,166259.57846799798
1518,128514.11991315472
1519,227788.02142324048
1520,131219.3919994737
1521,136144.49295957235
1522,170795.96006273053
1523,113129.6302865982
1524,121052.69015448743
1525,124523.50087408695
1526,120499.27321367958
1527,104105.59009922492
1528,135108.11168155322
1529,153535.7614250364
1530,171714.47645092627
1531,116234.78226822129
1532,95504.3585412591
1533,145812.3333172971
1534,129146.45919261035
1535,159185.16568467364
1536,109541.58842256703
1537,84732.71803512782
1538,137831.42989033466
1539,162684.97675523185
1540,105497.29775198837
1541,139742.16741346943
1542,141101.3180465796
1543,206988.09741455872
1544,76461.8149349027
1545,103009.30995390387
1546,130237.51619160564
1547,139148.20465908383
1548,131786.80461672173
1549,115029.49166849477
1550,142407.62059852574
1551,114247.41546408024
1552,146379.60583885552
1553,163442.3338977419
1554,111123.88158901979
1555,155852.27343336144
1556,81899.18815780955
1557,104187.529818216
1558,83704.41433365962
1559,108653.67578050621
1560,143330.82968775654
1561,127987.02809530056
1562,132694.60314647722
1563,122668.67889609252
1564,164471.8462585682
1565,166295.10215175853
1566,215597.47314082566
1567,74479.5389896242
1568,238813.2435442111
1569,155382.64361228776
1570,132676.74359492763
1571,128538.17449808455
1572,145016.65812108605
1573,260980.5194084437
1574,120711.78641075135
1575,215072.87665576022
1576,222245.8537869294
1577,192532.96021321462
1578,132274.63007091128
1579,159613.12642581578
1580,185360.03021850574
1581,145690.0842406165
1582,123632.31660408135
