Id,SalePrice
1461,125416.62394615264
1462,160899.84850397057
1463,200305.4350746386
1464,204960.14093180888
1465,188444.54213848978
1466,171552.97325824935
1467,183630.14564868217
1468,163744.54852805065
1469,191577.29296367863
1470,126822.94487083169
1471,184967.2718301894
1472,103274.33515463793
1473,97046.89595500447
1474,145698.3093792378
1475,116956.937615403
1476,347964.8239656974
1477,256196.98007280368
1478,301354.9430645863
1479,299404.7310619158
1480,485685.0420959183
1481,325595.9544861646
1482,208723.84136190388
1483,175657.20521717676
1484,170457.42258350545
1485,193473.33755842553
1486,191994.50697724178
1487,336735.44100288843
1488,244183.4209950762
1489,194106.6477716275
1490,256420.83499734185
1491,195087.34116157104
1492,88072.10782004197
1493,196251.05615236016
1494,296478.75220516854
1495,289877.60213840543
1496,242715.98022583534
1497,179192.14397873785
1498,169620.64949056008
1499,156777.07985896565
1500,158641.3068405731
1501,189750.75456226527
1502,149448.29029995407
1503,250327.07843186433
1504,236584.4420757024
1505,236036.5819145764
1506,192817.68325634854
1507,264878.7859325041
1508,209805.19934831827
1509,143361.7454917183
1510,140867.66566408225
1511,151235.70580342348
1512,172990.31163389853
1513,147239.75468849912
1514,145725.21442075053
1515,192763.39526688374
1516,143661.13898106213
1517,171051.22003496755
1518,133038.08007408012
1519,213425.63390403092
1520,131239.18615656046
1521,134599.22573435606
1522,185566.72726051265
1523,114099.73026427664
1524,126816.2233939166
1525,117126.12038247085
1526,116920.79989229416
1527,108773.94656029182
1528,138283.20366362212
1529,158960.2261795066
1530,205154.291723004
1531,119388.32218787532
1532,94697.57104667199
1533,147988.9239149325
1534,119167.27888744809
1535,169294.5354930342
1536,110332.38998127489
1537,74422.76227646031
1538,141698.16315861867
1539,189294.3241517798
1540,99057.33363161064
1541,143185.76428771976
1542,146434.89125428748
1543,193743.3273678038
1544,84437.1646614365
1545,121679.69021555947
1546,132430.28479657954
1547,130849.09071914437
1548,133266.0254262583
1549,123321.41592554827
1550,140857.26290799511
1551,103477.19909915341
1552,150030.78352610496
1553,146715.16682761436
1554,118446.52001253338
1555,169874.2981400828
1556,90829.63541674132
1557,97207.94266050826
1558,97370.54713983614
1559,87440.503559782
1560,144736.29656839895
1561,116031.8399646432
1562,132322.52566635326
1563,130378.00134635213
1564,160429.02421692468
1565,144320.25851152022
1566,234889.56535887506
1567,77996.6366797633
1568,247076.73258016378
1569,135116.23539771332
1570,134382.48704660096
1571,114797.42175423042
1572,145177.7560452592
1573,221624.68568756734
1574,115754.73384861882
1575,221157.0058223424
1576,272743.8353862117
1577,180023.22715048192
1578,136578.80823834942
1579,153774.03093868564
1580,188695.44336531783
1581,161564.2170754663
1582,128410.93793243726
1583,284260.5671218212
1584,228005.46575965348
1585,136619.40220433733
1586,73469.45299400145
1587,106011.95321016997
1588,152915.25950498725
1589,91692.86948725507
1590,127251.76506911482
1591,94342.39077608663
1592,114211.27982066464
1593,120353.75698096455
1594,137203.60769312977
1595,119876.59077266986
1596,232241.241822449
1597,199701.72774588404
1598,208716.65270097562
1599,165747.96217123565
1600,167689.3250588674
1601,72996.78516469205
1602,110982.79125471228
1603,71683.73420551307
1604,270986.26266804547
1605,241765.93605249198
1606,156584.79182407373
1607,167523.1777373037
1608,216005.21500312307
1609,171651.5310207835
1610,145795.07944956067
1611,140576.89720382917
1612,171629.8948433945
1613,176455.71837591182
1614,130262.69349692474
1615,94539.90155727624
1616,83627.92203710451
1617,95472.15352749513
1618,127329.10874801477
1619,149021.05400997127
1620,173326.2591637872
1621,134356.3239119304
1622,146506.1105107941
1623,265924.96216736943
1624,216823.69465940702
1625,116626.58613027487
1626,168626.65428070087
1627,205578.2656554414
1628,297764.0418259743
1629,185364.94502960457
1630,290638.07430901664
1631,210686.6773584673
1632,232718.49657505561
1633,171882.51680839816
1634,197838.3172787083
1635,176516.5962501779
1636,144805.71377893616
1637,208259.76269027856
1638,171187.55804113217
1639,183406.14395297403
1640,249882.8597012251
1641,187990.85063915447
1642,242937.79538415853
1643,213504.10516966516
1644,231785.71018628962
1645,216392.30452236178
1646,148769.8959931277
1647,150934.62005788268
1648,134076.10388063337
1649,136789.10316428466
1650,113062.91421739224
1651,123303.25761711235
1652,100421.52869311131
1653,103653.354748221
1654,147939.96749026867
1655,137746.84303750854
1656,143478.97279781176
1657,152385.72000178733
1658,144988.9391143593
1659,124267.5788055576
1660,157170.2979594275
1661,386963.2937924791
1662,411294.8990506753
1663,370158.3987733521
1664,420414.02380645723
1665,313874.44029151084
1666,329996.684846728
1667,333338.72196114453
1668,343949.25146451546
1669,322636.0898930185
1670,332122.789174267
1671,272473.00175520906
1672,382140.6253172452
1673,303134.7206272338
1674,245337.20251148188
1675,204453.90464085704
1676,194697.4653611115
1677,228710.92734019522
1678,387247.159317366
1679,376614.09448358824
1680,325134.5212754441
1681,242293.9729976682
1682,312263.33255129243
1683,190012.16211804433
1684,169289.92371015958
1685,161486.7693232461
1686,171209.7284346202
1687,169280.40436178297
1688,182691.94259418634
1689,195092.2113155633
1690,194417.96094944232
1691,184387.71029830686
1692,269743.2423333723
1693,168070.58701836382
1694,192009.67027508933
1695,170040.42323474292
1696,276868.64013726934
1697,175668.98862121173
1698,348487.4497088855
1699,330224.7195264459
1700,269834.76513167226
1701,264417.1173271193
1702,239238.04130871437
1703,249341.28055098405
1704,276462.3758493848
1705,246018.27401311256
1706,355904.3016282536
1707,202971.74003311907
1708,206488.74901165694
1709,263436.38508851145
1710,230054.2705031106
1711,280288.71135047753
1712,247571.46082979918
1713,281642.59186601295
1714,234626.5742289103
1715,210264.58493270632
1716,177796.2783242333
1717,177987.81278456913
1718,141486.40454900853
